,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a(Addition.Complex.MD),3.455521542853484,0.18501104493134363,3.1091081849012481,3.3300229553817848,3.4533718820315316,3.5769787606421954,3.8299612434105725,0.0064602730955540715
a(Addition.Complex.TD),3.1508558610728707,0.17608158478539612,2.8156250047514675,3.0326121471560543,3.1485319825263063,3.2646331630145835,3.5068747439924293,0.0055447897426200814
a(Addition.Simple.MD),3.0017173065740383,0.16322119576251867,2.688758224097719,2.8922550479177858,2.9971554536023066,3.1082375461111384,3.3389749488297644,0.0049571151666498638
a(Addition.Simple.TD),3.1533802699128137,0.18852615578501783,2.7940338696239442,3.0229541373697622,3.1508127778291479,3.2814793038320174,3.5362498815630832,0.0066672967922502772
a(Subtraction.Complex.MD),2.8179410904467188,0.17007217946241077,2.4908906199839866,2.7029947833578487,2.8161988234464772,2.9316698854640828,3.1513885190626874,0.0053124790206895544
a(Subtraction.Complex.TD),3.3063509853387041,0.17032943522983388,2.9827118451331662,3.1928108553776688,3.3053753478467405,3.4192263368536691,3.6521145976425622,0.0053253768413674503
a(Subtraction.Simple.MD),2.8810746427924472,0.16731899114110207,2.5565733514693783,2.7685842417350877,2.8770025711860838,2.9925225815090553,3.2230125304656121,0.0049381031205671102
a(Subtraction.Simple.TD),3.163529811455648,0.17637465341566747,2.8139197899105204,3.045680332185206,3.1602795750111565,3.2842472522523765,3.5184516209036465,0.0056767104863622089
a_std,0.50867222792005939,0.063115516202845723,0.39781917069380901,0.4632899380544539,0.50519195156678043,0.54913849769799272,0.64009091653490646,0.0028378962958697184
a_subj(Addition.Complex.MD).39,3.6459859247866691,0.46992534795928814,2.803935845962231,3.321833504495169,3.6148300131487416,3.9329810524177025,4.6821816625389046,0.013864395826403498
a_subj(Addition.Complex.MD).56,3.2880043205395815,0.41069611738429679,2.5868239358192073,3.0042146238885783,3.2584422097242709,3.5519784679110833,4.1597127168388308,0.0085686886967649544
a_subj(Addition.Complex.MD).95,3.3752862299186361,0.43282182716716128,2.5753439890448533,3.0691500974646946,3.3519219566338112,3.6444801885907454,4.2917672231119566,0.0089596540338261355
a_subj(Addition.Complex.MD).229,3.3057671010322629,0.3817478755113623,2.6227535839648857,3.0335750442615961,3.2768006752161019,3.5555716307712841,4.1129485594967763,0.0097593650751191287
a_subj(Addition.Complex.MD).236,2.965140773923149,0.35470175858286124,2.3397131121729196,2.7076495002620558,2.9419808065858453,3.192076977082869,3.7183944266086666,0.0092453862438220975
a_subj(Addition.Complex.MD).262,3.1913049310792867,0.25093260430813397,2.714844653745307,3.0129849615263868,3.1863692857769887,3.3571966428976596,3.6989500920086877,0.0051151906120238903
a_subj(Addition.Complex.MD).263,3.3161764754327643,0.39188325047919725,2.6014914916173515,3.0421896916343378,3.2984948961881311,3.5694356627832593,4.1373861916805934,0.0074414713778168636
a_subj(Addition.Complex.MD).267,3.6343047339581211,0.43624821177702283,2.8804013526066954,3.3216300097120537,3.5993930265624545,3.9116596581200689,4.5899943319698107,0.01224309408578626
a_subj(Addition.Complex.MD).269,3.3190962259900494,0.37544906379108162,2.654667338398963,3.0530636196863199,3.2986006347807568,3.5519251051697482,4.1290823582455989,0.0082212995540504041
a_subj(Addition.Complex.MD).320,3.6754544890851104,0.5157968133097639,2.7793304047474203,3.3192153303026175,3.640047880824052,3.9967168503032453,4.7885324761540895,0.013157896328218571
a_subj(Addition.Complex.MD).334,3.6441707015862024,0.39868998582022475,2.9271077824247045,3.3672924208033024,3.6210235320605655,3.9016470936542138,4.5007888694447393,0.0095190220056020607
a_subj(Addition.Complex.MD).339,3.3590679736563893,0.37190530377344255,2.6759125203518388,3.0915018844504702,3.3486543002890086,3.6068304246075282,4.1109146265624581,0.0094129238772997902
a_subj(Addition.Complex.MD).340,3.534176459134061,0.3731454860531675,2.861416924250098,3.2790116576321471,3.5083064839477371,3.77638695440434,4.3305211511150636,0.0070978885325679144
a_subj(Addition.Complex.MD).346,3.8628302532668628,0.35208839900076377,3.2187459032179788,3.6211156404911224,3.8511834564875103,4.0913760884154682,4.597761921975863,0.0080504023413369725
a_subj(Addition.Complex.MD).350,3.6981693002674381,0.49162446318445491,2.8338881422294766,3.3558607703437429,3.6624330172561703,3.9967971138306946,4.8064366259753211,0.012256681996574306
a_subj(Addition.Complex.MD).471,3.8078259494838251,0.49845451630750104,2.9376029808608126,3.4540695774553285,3.762546422901814,4.1143384079220517,4.8920294981599479,0.013916691818022306
a_subj(Addition.Complex.TD).6,1.6357266947117235,0.074155134806846643,1.4941298067462245,1.584692647191416,1.6340095614157202,1.6853870910861308,1.7831511701366893,0.0014568955707815446
a_subj(Addition.Complex.TD).19,3.154131176371104,0.35606571571905243,2.523158678816769,2.9055564954205879,3.1295188847160018,3.3801653408899854,3.91457816465629,0.0074851240068498758
a_subj(Addition.Complex.TD).23,3.0175768929094477,0.35129305852269832,2.4001764628005531,2.7670832725066381,2.9990043511003366,3.2383408401485796,3.7501731012875688,0.0075271779204657465
a_subj(Addition.Complex.TD).48,3.1617504401884071,0.37783397861402052,2.5250312898344687,2.8872699028085309,3.1333316991973681,3.3968236872157749,3.9804378362347856,0.0081451609509376448
a_subj(Addition.Complex.TD).62,3.6108639043710764,0.49574587026249461,2.7686724185413065,3.2539277116736987,3.5755956527811921,3.9159473052335385,4.6795242580729814,0.013808749173262736
a_subj(Addition.Complex.TD).105,3.032076516846876,0.3749058491881887,2.3951827318730938,2.7667568548869261,2.9954097564704041,3.2567112540244221,3.8641922693993287,0.0087474676619913629
a_subj(Addition.Complex.TD).203,3.0284443236075287,0.337119248346403,2.429152326520541,2.7972985926930258,3.0025707656403506,3.2413742658591875,3.7374584220629754,0.0080531531060771717
a_subj(Addition.Complex.TD).204,3.3363697971721606,0.47964769389952178,2.5263553669910226,2.9930237994032063,3.2925470302182638,3.6250089464544697,4.4097353084497612,0.013018809220966172
a_subj(Addition.Complex.TD).227,3.4059391710015983,0.39465007436934463,2.7176280018310544,3.1258948732054632,3.379012339659079,3.6563638774291416,4.2151689374713683,0.0082903910286374581
a_subj(Addition.Complex.TD).238,3.809564857828553,0.44807502812663247,3.0199299379431235,3.4980593164332743,3.7713163641452812,4.0779536514054602,4.7998218657510616,0.011634793604493755
a_subj(Addition.Complex.TD).244,3.5635552342563406,0.49250420142098511,2.7383633803933209,3.2114482112406746,3.51564771635271,3.8803439636343633,4.6340898130608972,0.013215349784512984
a_subj(Addition.Complex.TD).250,3.0866990218827319,0.37030187512922458,2.4328321168885991,2.8281673141939745,3.0572486311437981,3.3147984266847081,3.9061713309265702,0.0095736499923014112
a_subj(Addition.Complex.TD).274,3.5278848646032448,0.33062142670816747,2.9387192819678067,3.2938182496060664,3.5123116928939377,3.7414409464339831,4.2270360276932024,0.0072774906553124408
a_subj(Addition.Complex.TD).286,3.4560909764734462,0.43988793960916461,2.6902991615104659,3.1429896515855189,3.4205066635374761,3.7357046760103358,4.3981677523266169,0.01059403086137276
a_subj(Addition.Complex.TD).317,3.6416087958068739,0.48283921689052345,2.7800814627164714,3.3038564762697975,3.6022221528836607,3.9413935264419639,4.6878857697665195,0.013412032229211213
a_subj(Addition.Complex.TD).358,3.1518234022396223,0.38386877786061691,2.4792838393075138,2.8900183503990293,3.1265142196012343,3.3813807730956529,4.0006822029344997,0.010199235193167832
a_subj(Addition.Complex.TD).465,3.2616823476608032,0.47683164018438029,2.4449418523340158,2.9217756505356429,3.2263296679405382,3.5582358819197442,4.302079366608198,0.01380987958439241
a_subj(Addition.Simple.MD).39,3.2679761968146956,0.45273217769936352,2.4757082849043823,2.9440519411772703,3.2366861217627401,3.5542089197733651,4.259598033016843,0.012908208133645422
a_subj(Addition.Simple.MD).56,3.311350972994386,0.39451778129661885,2.6328222024189132,3.0309837280253187,3.2786880704543915,3.5601757191588446,4.1873437197595518,0.010273111829152543
a_subj(Addition.Simple.MD).95,3.1799687759726449,0.36976083346022048,2.5174057502708571,2.9204810897755329,3.1549079345389437,3.4132241285833294,3.9634261908066444,0.0089604981033977269
a_subj(Addition.Simple.MD).229,3.2214262169281218,0.34428327533730524,2.6100051653221081,2.9826734350380408,3.2052871003349956,3.4384741525152656,3.9427812305159877,0.0078580540023306215
a_subj(Addition.Simple.MD).236,2.5054185256707528,0.28500819442177416,2.0082997124003397,2.3031762352142398,2.4864043842153478,2.6893920922961136,3.1246399099176632,0.0059643179897562451
a_subj(Addition.Simple.MD).262,3.0020831827185819,0.27285075240003409,2.5070853355667277,2.8089263842645922,2.9924066601034927,3.1834066542442372,3.5612343755458342,0.0050561344461251155
a_subj(Addition.Simple.MD).263,2.5837190121152314,0.15298249175557324,2.2990361066563363,2.4788054215885715,2.5792266705944868,2.682539245696709,2.9061457270252449,0.0020686364330802093
a_subj(Addition.Simple.MD).267,2.8172499991156608,0.30561308620142957,2.2522102023912294,2.6099425563847793,2.7994734319730941,3.0056408519046456,3.4552280173897709,0.0070253007189257644
a_subj(Addition.Simple.MD).269,3.0847581966709057,0.3840661380586422,2.4274593856060447,2.8091917546267542,3.0599472662389458,3.3261155120823398,3.9209655045685974,0.0094726394641471666
a_subj(Addition.Simple.MD).320,3.3911895652481432,0.44591424861428014,2.631074510811267,3.0835406074031506,3.3467906003576622,3.6697820561863854,4.3658068279821629,0.013471083927958349
a_subj(Addition.Simple.MD).334,3.324749715298482,0.44935359493735755,2.5196082129807191,3.0110932506735191,3.2925998554301241,3.6016457343865129,4.2789327240619128,0.013584421113800333
a_subj(Addition.Simple.MD).339,3.3595897611415002,0.45656015601622574,2.6027975413188615,3.0292558015381812,3.3109502719820982,3.6376389225963637,4.4041408785956344,0.012514113308630526
a_subj(Addition.Simple.MD).340,2.4426730261194609,0.1997656235560307,2.0791097297848582,2.3043854031565072,2.4300276403505805,2.5739132116641548,2.8686046626881123,0.0033423712378706483
a_subj(Addition.Simple.MD).346,2.8712830784307295,0.34919521361434613,2.2544437006596887,2.6267313057296242,2.8481269568953897,3.092111992017176,3.6147850178963128,0.0090526084598693199
a_subj(Addition.Simple.MD).350,2.7649216275201258,0.37049058676728025,2.1306771449013979,2.4972739689059611,2.7351616189009542,2.9955106470125594,3.5745338778772506,0.010832051254271297
a_subj(Addition.Simple.MD).471,3.1168459646657469,0.44330132795932986,2.3430434915955858,2.8069049912644881,3.0831512267905898,3.3988839903519246,4.057913735940323,0.014076816850412283
a_subj(Addition.Simple.TD).6,3.4091780130146865,0.42934497316126025,2.6720726307731373,3.1066729790469561,3.3739538712471719,3.6741523994834671,4.3433350699700028,0.010828323852084942
a_subj(Addition.Simple.TD).19,2.9888866826776068,0.36213911814516886,2.3299642799715161,2.7330400132705392,2.9723786736692781,3.2244411863445404,3.7486052370027223,0.0094711918673287265
a_subj(Addition.Simple.TD).23,2.9021481081035052,0.38778566013194321,2.2288754699611428,2.6293757165388563,2.8663455812527854,3.15913329800745,3.7241039910960416,0.0097745629987541736
a_subj(Addition.Simple.TD).48,3.4325179349335793,0.46822188507419926,2.6246138920758657,3.09279326990226,3.3978136811617548,3.7279802509111519,4.4366480373866333,0.011747209474348879
a_subj(Addition.Simple.TD).62,3.5788230976018349,0.35071428166178814,2.938909236761416,3.3352530520714461,3.5586168821434558,3.8020494392869777,4.3001241798878755,0.0081502299691466051
a_subj(Addition.Simple.TD).105,3.2912301961553245,0.49327636951237358,2.4528436022928268,2.9374826225617992,3.2498849362584394,3.6022952297285533,4.3637030266784436,0.014756258984368434
a_subj(Addition.Simple.TD).203,2.9901424562005627,0.41143490815283501,2.2657783378520806,2.6996123755508639,2.9555316242874161,3.247126008976684,3.8751664360541827,0.012183980783488422
a_subj(Addition.Simple.TD).204,3.2563052409570239,0.48333619810941925,2.4212898249110761,2.9128859143758734,3.2182144354990787,3.5711971006004788,4.2577379308674441,0.015614757600101734
a_subj(Addition.Simple.TD).227,3.3617868615818773,0.31607389037360067,2.7886171148218537,3.1424234335619454,3.3454376882129635,3.5555205049616507,4.0386777774042892,0.0069721369779273488
a_subj(Addition.Simple.TD).238,2.6794075549809224,0.19283342688304195,2.3186919579605845,2.5455287828791571,2.6708763424526758,2.8056090952345167,3.083247123933111,0.0033225070548892391
a_subj(Addition.Simple.TD).244,3.1642480553914734,0.46128633342855302,2.3685939782272891,2.8378889778462968,3.1275533737263843,3.4552978372631773,4.1485569156086761,0.014918171193829774
a_subj(Addition.Simple.TD).250,2.8804100593880784,0.35162372246165491,2.2550442597316045,2.6355026651882261,2.8580344791145382,3.1006419240737433,3.6655589848567511,0.0084921986650041935
a_subj(Addition.Simple.TD).274,3.0721769379696866,0.37222778455169803,2.3883503232906289,2.8139177710177776,3.0594130462435096,3.3028086773373113,3.8678467725577228,0.0088951649262975913
a_subj(Addition.Simple.TD).286,3.5980292828129636,0.47914106307976978,2.8069451725060306,3.2614793665102875,3.5452031919147111,3.8834992505203445,4.6533250625366041,0.013373743953707776
a_subj(Addition.Simple.TD).317,3.1970362369129464,0.46736354733688057,2.3718331477010102,2.8744021777567688,3.1587028805224708,3.4899868355168553,4.2090291844271848,0.015311963418876969
a_subj(Addition.Simple.TD).358,2.8790753556277036,0.36411368502380503,2.2286409105970741,2.6284948217983213,2.8510117237638326,3.1159746819218488,3.6531876548306834,0.0087178093667712158
a_subj(Addition.Simple.TD).465,3.1995778602323242,0.48234719675171722,2.3564126843285251,2.8660788011243556,3.1600425166361292,3.4910204000120286,4.2856359692420298,0.016767618783891658
a_subj(Subtraction.Complex.MD).39,3.3273401322891138,0.45099407221743165,2.5785175494724366,3.0103659900580952,3.2840935492736989,3.5974449229221799,4.3531654159191699,0.012934895986205664
a_subj(Subtraction.Complex.MD).56,3.2330217614397894,0.43159327966736866,2.4985348794581137,2.9305260095352104,3.1955464088584025,3.5024023549475927,4.1621050976978529,0.010684834973656795
a_subj(Subtraction.Complex.MD).95,2.7091141770909277,0.36428196956060444,2.0719795396970313,2.4514751990737107,2.6812498260923725,2.9460565575697304,3.479943329151157,0.009909897500615673
a_subj(Subtraction.Complex.MD).229,3.0509036069990914,0.36083314733694505,2.4140923145941491,2.7950742818741148,3.030305428195267,3.2740582848378712,3.8195988307792126,0.007941124871331532
a_subj(Subtraction.Complex.MD).236,2.4254693723855003,0.27162650476589451,1.9508231695286404,2.2419605743750877,2.4039577342725864,2.5930444748784538,3.0163244044539956,0.0067616593844446737
a_subj(Subtraction.Complex.MD).262,2.6629794113024778,0.23709245993074055,2.2265923334504247,2.4963267759997709,2.6521922675788576,2.814206307488071,3.1615773728038254,0.0040483288545902765
a_subj(Subtraction.Complex.MD).263,2.5456259456729202,0.46264537458070454,1.6700160349179234,2.2352312752584296,2.5374656095507993,2.8505867505318205,3.4624196263207327,0.009685966103553963
a_subj(Subtraction.Complex.MD).267,2.892869920544725,0.41572378501619278,2.1602577660522613,2.6068487652269461,2.8563804715833361,3.1454003904447623,3.7978214354197668,0.012274366399539893
a_subj(Subtraction.Complex.MD).269,3.2028413394910324,0.43314194549266777,2.4760976590091488,2.8906295367026846,3.170570324698919,3.4805851206832901,4.1278982493030316,0.00985979115991765
a_subj(Subtraction.Complex.MD).320,2.9115149949443682,0.3437776173849133,2.29875103017892,2.6695276733906255,2.889454618677084,3.1353682222519819,3.63316729949267,0.0065371326595442146
a_subj(Subtraction.Complex.MD).334,3.0754089210061544,0.45602127359418393,2.3013029580928057,2.7465994350202441,3.0454865515090468,3.3539545372229593,4.0945706116666827,0.013470024760617224
a_subj(Subtraction.Complex.MD).339,2.6825481602619798,0.34778929575433581,2.0684151798802652,2.440602213071962,2.6613459019744106,2.9010124820370313,3.4212137770742252,0.0078016227891977378
a_subj(Subtraction.Complex.MD).340,3.1282402485741208,0.49341965855945541,2.2781980318776873,2.7745935741855261,3.0908993695939042,3.4298392645273124,4.2188712403431046,0.011612131437017873
a_subj(Subtraction.Complex.MD).346,2.5401239023725379,0.33758703163103365,1.9667470397268154,2.302331290224052,2.5042667434214385,2.7538882018596142,3.291859422261592,0.0085791603836251461
a_subj(Subtraction.Complex.MD).350,2.1794477052485379,0.2691676024479363,1.7225985888230042,1.9867772059207158,2.1567706036237837,2.3455845501796704,2.7751653259711353,0.0086651276946235079
a_subj(Subtraction.Complex.MD).471,2.7396589826749493,0.21148873694235881,2.3542240636283429,2.5895473200962265,2.7334071523101326,2.878492100559825,3.17731614107905,0.0035092482075546987
a_subj(Subtraction.Complex.TD).6,3.5422633612606069,0.49602125258430707,2.673851368318485,3.1993218178566165,3.5015528727287712,3.8597068709709204,4.6135668437461224,0.012766130081261168
a_subj(Subtraction.Complex.TD).19,3.1129846122682738,0.23444877292027722,2.6861970475332466,2.9486142109698328,3.1010138825357108,3.2727135045552864,3.590682847542491,0.0043888768151992682
a_subj(Subtraction.Complex.TD).23,3.2093923109965585,0.35195798299355319,2.5809143102457579,2.9553788845197984,3.198510428176792,3.4316153279543178,3.9569168188377226,0.0073898782916271468
a_subj(Subtraction.Complex.TD).48,3.1922207635138111,0.34505640100719076,2.552049282495839,2.9534592421958159,3.16979757840175,3.4122429146397186,3.9094858851963332,0.0082271858133588643
a_subj(Subtraction.Complex.TD).62,3.7412153222286926,0.43231799200218024,2.970724389581338,3.4350521834035979,3.7238060078381592,4.0095546347928783,4.6663375283792998,0.010949284238060377
a_subj(Subtraction.Complex.TD).105,3.5525248614230454,0.41962347572292957,2.8323665329249605,3.257050826498713,3.5195435040701994,3.8098843937632543,4.474225689041714,0.010292492957882069
a_subj(Subtraction.Complex.TD).203,3.4563181673327237,0.4787135204077016,2.6258385326240665,3.1178827528656066,3.4309199391786569,3.7566106157413857,4.4927666435871956,0.013156566579186546
a_subj(Subtraction.Complex.TD).204,3.0005669189948794,0.40383073048310975,2.3031350403925765,2.7149213427614685,2.9680456892809737,3.2487757236075594,3.8607491819536053,0.010690861827116423
a_subj(Subtraction.Complex.TD).227,3.5442182040926502,0.30646783750085027,2.9975471342066871,3.3283551951712296,3.5206475748166701,3.7442789082392727,4.201131179547728,0.0061519606177582401
a_subj(Subtraction.Complex.TD).238,3.5823671435704565,0.32415419130161499,3.0296352671663915,3.3512672769970089,3.5566376343361861,3.7908920880735701,4.2593947754392927,0.0055811072421594714
a_subj(Subtraction.Complex.TD).244,3.8662347752011588,0.49689649614751796,3.023462594332166,3.5126674042369612,3.8277539329131711,4.1760421973007622,4.9730064856854908,0.014586503730397793
a_subj(Subtraction.Complex.TD).250,3.1646325961062121,0.40365145007807685,2.4469062138955522,2.8872688598861922,3.1399842197857932,3.4195282675515193,4.0166310257339886,0.010725336010336801
a_subj(Subtraction.Complex.TD).274,2.3285463063094016,0.13936644565304632,2.0699567164316868,2.2325865848752615,2.3257952094883891,2.4221749451853722,2.6148966262080613,0.002324237276855766
a_subj(Subtraction.Complex.TD).286,3.826883020102116,0.42622727508054303,3.0839300069250131,3.5344594461809709,3.7964116634620422,4.0925904886570041,4.7418391891820946,0.010578619531172725
a_subj(Subtraction.Complex.TD).317,3.2770945532419291,0.45046691473368644,2.468834090521812,2.957813301534522,3.2481057075522788,3.5597671287912913,4.2414248750647436,0.012842353298836057
a_subj(Subtraction.Complex.TD).358,3.1319991021107407,0.33075246831736344,2.551477782656637,2.8990562825021229,3.1034059301312604,3.3459661131987017,3.8369604343039052,0.0070033941645250399
a_subj(Subtraction.Complex.TD).465,3.241980372376386,0.42098649864955762,2.529446518465631,2.9423526165665725,3.2110190548818727,3.5021662177568258,4.1895257114718518,0.011767057671418195
a_subj(Subtraction.Simple.MD).39,2.9087659188263735,0.41793751657948142,2.195777716091925,2.6164608277163923,2.877914041421413,3.1644561072240887,3.8241871385092954,0.012159800468588517
a_subj(Subtraction.Simple.MD).56,2.6990357330415025,0.39055800086312714,2.0246456773326225,2.4198686904308833,2.6618909462277025,2.9399710005435629,3.5586960860932644,0.0090655626689795463
a_subj(Subtraction.Simple.MD).95,2.9183635998697923,0.42175789103589739,2.1799685899953292,2.6321998053959943,2.8852284006296167,3.1765156533140742,3.862981317795251,0.0092109222872338754
a_subj(Subtraction.Simple.MD).229,2.9741030700341566,0.32398775987099498,2.415392582923185,2.7445915068099209,2.9532777866418765,3.1768121167574259,3.6687522229215088,0.0083041017412401798
a_subj(Subtraction.Simple.MD).236,2.1823308698895172,0.26713040527205617,1.7267573149132902,1.9884832547643048,2.1628316698618768,2.3531207214800092,2.7523444756029898,0.0068038325180162923
a_subj(Subtraction.Simple.MD).262,2.9150766570725137,0.2578465465853102,2.4506849181873882,2.7349692783452371,2.9019982939228526,3.0870582354508067,3.4449933479155455,0.0049195119782753987
a_subj(Subtraction.Simple.MD).263,3.4363916406611774,0.34066850001313215,2.816326383757958,3.2022370733543872,3.419716340724277,3.6576373067274881,4.1490932208385773,0.0067330546227098356
a_subj(Subtraction.Simple.MD).267,2.5539762588518955,0.34135009748581846,1.9599633502937781,2.3153097122624957,2.5283216943130995,2.7626169840590267,3.303694487253364,0.0082839941811994229
a_subj(Subtraction.Simple.MD).269,3.0017974974058332,0.42704985441528698,2.2666196152268476,2.6956023494351591,2.9658246335048997,3.2680239844076335,3.9135003589647384,0.010783803994735259
a_subj(Subtraction.Simple.MD).320,2.9996582036779667,0.36701809199394497,2.3583854521033087,2.7399266823025816,2.9697426440472876,3.2280453230637631,3.7952482154626161,0.0088613240680194376
a_subj(Subtraction.Simple.MD).334,2.948231501419718,0.35475717404615464,2.3198326635323614,2.7030845631129949,2.9249594553156704,3.1674369780011222,3.7212414478118792,0.0083362731074244599
a_subj(Subtraction.Simple.MD).339,3.0784893222348808,0.38942352997450053,2.4173745554558512,2.800155267888238,3.0495563817311941,3.3194039230927581,3.923295765161618,0.0099764687935277978
a_subj(Subtraction.Simple.MD).340,2.8698098736435242,0.21352495500235194,2.4859018166842355,2.7208569854845908,2.8572043895281398,3.0112000883288355,3.3026882094322483,0.0033243267447432981
a_subj(Subtraction.Simple.MD).346,2.9164418250542017,0.35090320297172639,2.2966077100511044,2.6691562726139995,2.8927887195827804,3.1346521486749812,3.6817621578889828,0.0081249318998162824
a_subj(Subtraction.Simple.MD).350,2.5388500639782046,0.2512723344126766,2.0861452141277046,2.3580127329037959,2.530612197259539,2.7095587265319434,3.0495083115006745,0.00587331431350067
a_subj(Subtraction.Simple.MD).471,3.2819766075646148,0.44556174939183635,2.5177504831708108,2.9688978889985465,3.2461053852895576,3.5564290397931115,4.2607883317480573,0.013261627779924592
a_subj(Subtraction.Simple.TD).6,2.890155488013177,0.34109281016469933,2.2711169226834818,2.6495645676242994,2.8750634281224698,3.1114155101788197,3.6036834490131406,0.0075252264269469347
a_subj(Subtraction.Simple.TD).19,3.6996583417311792,0.49175052520148776,2.8664602999451461,3.3611830302003867,3.6572247567497755,3.9848042180939851,4.7881067154818133,0.013808908344124866
a_subj(Subtraction.Simple.TD).23,3.279963870736418,0.37170923885954904,2.6197298794600736,3.0232168079417625,3.2575628973745774,3.5178913223649495,4.0943213925788458,0.0090086957682159411
a_subj(Subtraction.Simple.TD).48,3.2538923586170281,0.41265734064786203,2.5345760428177488,2.9641447393792109,3.2221790221145139,3.5090968467909711,4.1482165427007454,0.010345733386053988
a_subj(Subtraction.Simple.TD).62,3.1884858078278668,0.40540805070227431,2.4576744237084713,2.9068761017254663,3.1690597725242315,3.4423882471535245,4.0578704220790716,0.010378482051818239
a_subj(Subtraction.Simple.TD).105,3.4263594151925969,0.46954424277189982,2.636398401562702,3.0933942926083331,3.37978373076146,3.7230125749881235,4.4561233040508776,0.01222897827820804
a_subj(Subtraction.Simple.TD).203,3.1209443109969679,0.48641945881485432,2.2769690874817141,2.7692114594980817,3.0910269514860711,3.4331757767447124,4.1595074068490785,0.014941908869576862
a_subj(Subtraction.Simple.TD).204,3.3223847645179543,0.48615480984810028,2.4960027382738366,2.9859881364986975,3.2761249383817588,3.6118894579267602,4.4004216518572878,0.015237768044134195
a_subj(Subtraction.Simple.TD).227,2.9783479850071806,0.21299370886857433,2.5798301789883933,2.8288468310882604,2.9711077915000632,3.1192297228442607,3.4045332207375028,0.0034937234454754931
a_subj(Subtraction.Simple.TD).238,3.0382051787831799,0.22393860304173641,2.6263341440262478,2.8854326442803906,3.0304136452661758,3.1845333549717032,3.5109421102607685,0.0033747240193243875
a_subj(Subtraction.Simple.TD).244,3.3715109888932551,0.47026175925115454,2.5838515712350376,3.0367524497406073,3.3274236584284687,3.6577458307289357,4.4318254043725123,0.012905456007154309
a_subj(Subtraction.Simple.TD).250,3.3243295363355037,0.45702764051352829,2.5162531801278072,2.99775856366265,3.2986330783791851,3.6182658050181393,4.2837485395412491,0.013651269449327727
a_subj(Subtraction.Simple.TD).274,3.4174800376309138,0.29816237289346992,2.8752863659809749,3.2089625674828142,3.4049944550435307,3.6126294669589041,4.0292150949678147,0.0057366183125355423
a_subj(Subtraction.Simple.TD).286,3.316702933545935,0.41418987487180842,2.5940632807864281,3.0225812594503285,3.291583340366139,3.5778852098394145,4.2276768951576473,0.0093776875008112232
a_subj(Subtraction.Simple.TD).317,2.4129655864093809,0.35650837950847597,1.7786910106049205,2.1557407034334313,2.395809526782636,2.6337593397815473,3.2058340754296566,0.01024995079867887
a_subj(Subtraction.Simple.TD).358,2.9360115210337301,0.23818642367617188,2.496956364951445,2.770505495995109,2.9243101721304496,3.0887202162887908,3.4288616375075285,0.0044189041511065062
a_subj(Subtraction.Simple.TD).465,3.0571807617633251,0.3670431316572958,2.4050690058575594,2.8001223496114727,3.0339444508178319,3.2908293230363173,3.8403060604429369,0.010126991262856563
v(Addition.Complex.MD),0.54757696465053896,0.10217352101678971,0.3507310166943593,0.47987847955508933,0.54588979444960928,0.61506620107564225,0.75150639074712888,0.0018116485179035715
v(Addition.Complex.TD),0.73116536142739663,0.095813963378164196,0.54858188374562411,0.66494152993466771,0.73087156176528867,0.79469945332953651,0.92212547445007109,0.0022332099429237893
